political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,Absentee Voting Votes,Early Voting Votes,early_votes,election_votes
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,"United States Representative, District No. 13","Catherine ""I SWEAR"" Carr",0,0,0,0
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,"United States Representative, District No. 13",Jamie Culley,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,"United States Representative, District No. 13",Elaine Hays,0,1,1,2
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,"United States Representative, District No. 13",Jason Foglesong,0,2,2,0
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,Railroad Commissioner,"James ""Jim"" Wright",0,16,16,34
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,Railroad Commissioner,Ryan Sitton,0,1,1,10
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,"Chief Justice, Supreme Court",Nathan Hecht,0,17,17,44
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,"Justice, Supreme Court, Place 6 -  Unexpired Term",Jane Bland,0,18,18,45
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,"Justice, Supreme Court, Place 7",Jeff Boyd,0,18,18,44
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,"Justice, Supreme Court, Place 8",Brett Busby,0,18,18,42
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,"Judge, Court of Criminal Appeals, Place 3",Gina Parker,0,5,5,14
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,0,13,13,31
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,0,18,18,43
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,"Judge, Court of Criminal Appeals, Place 9",David Newell,0,18,18,42
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,"Member, State Board of Education, District 15",Jay Johnson,0,18,18,41
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,"State Representative, District 68",Drew Springer,0,18,18,47
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,"Chief Justice, 7th Court of Appeals District",Brian Quinn,0,18,18,41
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,"Justice, 7th Court of Appeals District, Place 4",Steven Denny,0,8,8,17
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,"Justice, 7th Court of Appeals District, Place 4",Larry Doss,0,11,11,25
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,"District Attorney, 31st Judicial District",Franklin McDonough,0,17,17,44
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,County Attorney,Misty L. Walker,0,5,5,24
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,County Attorney,Leslie Standerfer,0,12,12,32
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,Sheriff,John Hankins,0,10,10,27
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,Sheriff,Billy Dean Doss,0,1,1,3
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,Sheriff,Larry Z. Ashurst,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,Sheriff,Johnny Carter,0,6,6,17
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,Sheriff,G. W. Barrett,0,2,2,13
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,County Tax Assessor-Collector,Cindy L. Brown,0,19,19,51
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,"Constable, Precinct No. 1",Mack Marshall,0,18,18,44
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,County Chairman,Elizabeth McDowell,0,18,18,45
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,Proposition 1,Yes,0,15,15,53
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,Proposition 1,No,0,4,4,6
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,Proposition 2,Yes,0,17,17,55
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,Proposition 2,No,0,2,2,4
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,Proposition 3,Yes,0,18,18,53
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,Proposition 3,No,0,1,1,4
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,Proposition 4,Yes,0,18,18,56
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,Proposition 4,No,0,1,1,2
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,Proposition 5,Yes,0,17,17,50
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,Proposition 5,No,0,2,2,8
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,Proposition 6,Yes,0,18,18,56
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,Proposition 6,No,0,1,1,1
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,Proposition 7,Yes,0,16,16,56
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,Proposition 7,No,0,2,2,1
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,Proposition 8,Yes,0,19,19,55
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,Proposition 8,No,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,Proposition 9,Yes,0,17,17,52
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,Proposition 9,No,0,2,2,3
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,Proposition 10,Yes,0,19,19,52
Wheeler County,3/3/2020,Primary ,,,4 - REP,176,Proposition 10,No,0,0,0,4
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,President,Zoltan G. Istvan,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,President,Matthew John Matern,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,President,Donald J. Trump,0,12,12,34
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,President,Bill Weld,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,President,Bob Ely,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,President,Joe Walsh,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,President,"Roque ""Rocky"" De La Fuente Guerra",0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,President,Uncommitted,0,0,0,2
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,United States Senator,Virgil Bierschwale,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,United States Senator,John Anthony Castro,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,United States Senator,Mark Yancey,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,United States Senator,Dwayne Stovall,0,0,0,4
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,United States Senator,John Cornyn,0,12,12,22
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,"United States Representative, District No. 13",Matt McArthur,0,1,1,1
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,"United States Representative, District No. 13",Josh Winegarner,0,7,7,12
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,"United States Representative, District No. 13",Chris Ekstrom,0,2,2,4
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,"United States Representative, District No. 13",Vance Snider II,0,0,0,2
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,"United States Representative, District No. 13",Monique Worthy,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,"United States Representative, District No. 13",Mark Neese,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,"United States Representative, District No. 13",Asusena Reséndiz,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,"United States Representative, District No. 13",Ronny Jackson,0,2,2,11
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,"United States Representative, District No. 13",Diane Knowlton,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,"United States Representative, District No. 13",Richard Herman,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,"United States Representative, District No. 13",Lee Harvey,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,"United States Representative, District No. 13","Catherine ""I SWEAR"" Carr",0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,"United States Representative, District No. 13",Jamie Culley,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,"United States Representative, District No. 13",Elaine Hays,0,0,0,3
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,"United States Representative, District No. 13",Jason Foglesong,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,Railroad Commissioner,"James ""Jim"" Wright",0,4,4,13
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,Railroad Commissioner,Ryan Sitton,0,6,6,12
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,"Chief Justice, Supreme Court",Nathan Hecht,0,10,10,25
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,"Justice, Supreme Court, Place 6 -  Unexpired Term",Jane Bland,0,11,11,26
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,"Justice, Supreme Court, Place 7",Jeff Boyd,0,9,9,25
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,"Justice, Supreme Court, Place 8",Brett Busby,0,10,10,25
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,"Judge, Court of Criminal Appeals, Place 3",Gina Parker,0,3,3,18
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,0,7,7,6
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,0,9,9,25
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,"Judge, Court of Criminal Appeals, Place 9",David Newell,0,9,9,24
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,"Member, State Board of Education, District 15",Jay Johnson,0,9,9,25
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,"State Representative, District 68",Drew Springer,0,10,10,27
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,"Chief Justice, 7th Court of Appeals District",Brian Quinn,0,9,9,27
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,"Justice, 7th Court of Appeals District, Place 4",Steven Denny,0,8,8,12
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,"Justice, 7th Court of Appeals District, Place 4",Larry Doss,0,3,3,15
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,"District Attorney, 31st Judicial District",Franklin McDonough,0,9,9,27
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,County Attorney,Misty L. Walker,0,5,5,13
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,County Attorney,Leslie Standerfer,0,5,5,22
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,Sheriff,John Hankins,0,5,5,17
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,Sheriff,Billy Dean Doss,0,2,2,2
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,Sheriff,Larry Z. Ashurst,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,Sheriff,Johnny Carter,0,4,4,13
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,Sheriff,G. W. Barrett,0,1,1,3
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,County Tax Assessor-Collector,Cindy L. Brown,0,10,10,35
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,"County Commissioner, Precinct 3",Steven Bentley,0,4,4,11
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,"County Commissioner, Precinct 3",David Simpson,0,8,8,24
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,"Constable, Precinct No. 2",Kenneth Martindale,0,10,10,34
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,County Chairman,Elizabeth McDowell,0,10,10,31
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,Proposition 1,Yes,0,8,8,35
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,Proposition 1,No,0,3,3,0
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,Proposition 2,Yes,0,9,9,29
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,Proposition 2,No,0,3,3,6
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,Proposition 3,Yes,0,12,12,34
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,Proposition 3,No,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,Proposition 4,Yes,0,12,12,33
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,Proposition 4,No,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,Proposition 5,Yes,0,10,10,32
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,Proposition 5,No,0,1,1,0
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,Proposition 6,Yes,0,11,11,32
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,Proposition 6,No,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,Proposition 7,Yes,0,11,11,33
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,Proposition 7,No,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,Proposition 8,Yes,0,12,12,33
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,Proposition 8,No,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,Proposition 9,Yes,0,11,11,31
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,Proposition 9,No,0,0,0,3
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,Proposition 10,Yes,0,12,12,34
Wheeler County,3/3/2020,Primary ,,,5 - REP,100,Proposition 10,No,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,President,Zoltan G. Istvan,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,President,Matthew John Matern,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,President,Donald J. Trump,0,22,22,46
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,President,Bill Weld,0,1,1,0
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,President,Bob Ely,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,President,Joe Walsh,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,President,"Roque ""Rocky"" De La Fuente Guerra",0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,President,Uncommitted,2,0,2,1
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,United States Senator,Virgil Bierschwale,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,United States Senator,John Anthony Castro,0,0,0,2
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,United States Senator,Mark Yancey,0,2,2,1
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,United States Senator,Dwayne Stovall,0,1,1,8
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,United States Senator,John Cornyn,2,15,17,25
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,"United States Representative, District No. 13",Matt McArthur,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,"United States Representative, District No. 13",Josh Winegarner,0,14,14,24
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,"United States Representative, District No. 13",Chris Ekstrom,2,4,6,5
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,"United States Representative, District No. 13",Vance Snider II,0,2,2,11
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,"United States Representative, District No. 13",Monique Worthy,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,"United States Representative, District No. 13",Mark Neese,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,"United States Representative, District No. 13",Asusena Reséndiz,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,"United States Representative, District No. 13",Ronny Jackson,0,2,2,3
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,"United States Representative, District No. 13",Diane Knowlton,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,"United States Representative, District No. 13",Richard Herman,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,"United States Representative, District No. 13",Lee Harvey,0,1,1,0
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,"United States Representative, District No. 13","Catherine ""I SWEAR"" Carr",0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,"United States Representative, District No. 13",Jamie Culley,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,"United States Representative, District No. 13",Elaine Hays,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,"United States Representative, District No. 13",Jason Foglesong,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,Railroad Commissioner,"James ""Jim"" Wright",2,10,12,22
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,Railroad Commissioner,Ryan Sitton,0,4,4,10
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,"Chief Justice, Supreme Court",Nathan Hecht,2,17,19,32
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,"Justice, Supreme Court, Place 6 -  Unexpired Term",Jane Bland,2,16,18,33
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,"Justice, Supreme Court, Place 7",Jeff Boyd,2,15,17,34
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,"Justice, Supreme Court, Place 8",Brett Busby,2,16,18,34
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,"Judge, Court of Criminal Appeals, Place 3",Gina Parker,2,5,7,12
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,0,8,8,19
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,2,15,17,30
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,"Judge, Court of Criminal Appeals, Place 9",David Newell,2,14,16,30
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,"Member, State Board of Education, District 15",Jay Johnson,2,15,17,32
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,"State Representative, District 68",Drew Springer,2,17,19,35
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,"Chief Justice, 7th Court of Appeals District",Brian Quinn,2,14,16,31
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,"Justice, 7th Court of Appeals District, Place 4",Steven Denny,1,8,9,17
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,"Justice, 7th Court of Appeals District, Place 4",Larry Doss,1,6,7,11
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,"District Attorney, 31st Judicial District",Franklin McDonough,2,13,15,26
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,County Attorney,Misty L. Walker,0,7,7,20
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,County Attorney,Leslie Standerfer,2,15,17,25
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,Sheriff,John Hankins,0,6,6,13
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,Sheriff,Billy Dean Doss,0,5,5,9
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,Sheriff,Larry Z. Ashurst,0,3,3,0
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,Sheriff,Johnny Carter,2,9,11,24
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,Sheriff,G. W. Barrett,0,0,0,2
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,County Tax Assessor-Collector,Cindy L. Brown,2,21,23,42
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,"County Commissioner, Precinct 3",Steven Bentley,0,7,7,11
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,"County Commissioner, Precinct 3",David Simpson,2,16,18,37
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,"Constable, Precinct No. 2",Kenneth Martindale,2,22,24,44
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,County Chairman,Elizabeth McDowell,2,19,21,43
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,Proposition 1,Yes,2,19,21,40
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,Proposition 1,No,0,3,3,6
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,Proposition 2,Yes,2,21,23,40
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,Proposition 2,No,0,2,2,6
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,Proposition 3,Yes,2,21,23,38
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,Proposition 3,No,0,1,1,4
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,Proposition 4,Yes,2,21,23,43
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,Proposition 4,No,0,1,1,1
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,Proposition 5,Yes,2,21,23,37
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,Proposition 5,No,0,1,1,6
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,Proposition 6,Yes,2,21,23,43
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,Proposition 6,No,0,1,1,1
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,Proposition 7,Yes,2,22,24,45
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,Proposition 7,No,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,Proposition 8,Yes,2,23,25,43
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,Proposition 8,No,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,Proposition 9,Yes,2,18,20,44
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,Proposition 9,No,0,3,3,1
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,Proposition 10,Yes,2,20,22,39
Wheeler County,3/3/2020,Primary ,,,6 - REP,120,Proposition 10,No,0,1,1,4
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,President,Zoltan G. Istvan,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,President,Matthew John Matern,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,President,Donald J. Trump,2,29,31,38
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,President,Bill Weld,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,President,Bob Ely,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,President,Joe Walsh,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,President,"Roque ""Rocky"" De La Fuente Guerra",0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,President,Uncommitted,0,1,1,2
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,United States Senator,Virgil Bierschwale,0,1,1,1
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,United States Senator,John Anthony Castro,0,1,1,0
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,United States Senator,Mark Yancey,0,2,2,0
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,United States Senator,Dwayne Stovall,0,7,7,6
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,United States Senator,John Cornyn,2,19,21,26
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,"United States Representative, District No. 13",Matt McArthur,0,3,3,0
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,"United States Representative, District No. 13",Josh Winegarner,2,14,16,24
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,"United States Representative, District No. 13",Chris Ekstrom,0,4,4,3
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,"United States Representative, District No. 13",Vance Snider II,0,1,1,4
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,"United States Representative, District No. 13",Monique Worthy,0,1,1,0
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,"United States Representative, District No. 13",Mark Neese,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,"United States Representative, District No. 13",Asusena Reséndiz,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,"United States Representative, District No. 13",Ronny Jackson,0,4,4,4
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,"United States Representative, District No. 13",Diane Knowlton,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,"United States Representative, District No. 13",Richard Herman,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,"United States Representative, District No. 13",Lee Harvey,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,"United States Representative, District No. 13","Catherine ""I SWEAR"" Carr",0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,"United States Representative, District No. 13",Jamie Culley,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,"United States Representative, District No. 13",Elaine Hays,0,3,3,3
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,"United States Representative, District No. 13",Jason Foglesong,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,Railroad Commissioner,"James ""Jim"" Wright",2,15,17,18
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,Railroad Commissioner,Ryan Sitton,0,9,9,12
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,"Chief Justice, Supreme Court",Nathan Hecht,2,26,28,29
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,"Justice, Supreme Court, Place 6 -  Unexpired Term",Jane Bland,2,27,29,30
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,"Justice, Supreme Court, Place 7",Jeff Boyd,2,27,29,31
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,"Justice, Supreme Court, Place 8",Brett Busby,2,27,29,29
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,"Judge, Court of Criminal Appeals, Place 3",Gina Parker,0,10,10,13
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,2,16,18,13
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,2,26,28,29
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,"Judge, Court of Criminal Appeals, Place 9",David Newell,2,26,28,28
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,"Member, State Board of Education, District 15",Jay Johnson,2,27,29,29
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,"State Representative, District 68",Drew Springer,2,28,30,35
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,"Chief Justice, 7th Court of Appeals District",Brian Quinn,2,27,29,29
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,"Justice, 7th Court of Appeals District, Place 4",Steven Denny,2,12,14,18
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,"Justice, 7th Court of Appeals District, Place 4",Larry Doss,0,13,13,12
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,"District Attorney, 31st Judicial District",Franklin McDonough,2,26,28,29
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,County Attorney,Misty L. Walker,0,14,14,21
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,County Attorney,Leslie Standerfer,2,16,18,18
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,Sheriff,John Hankins,0,6,6,14
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,Sheriff,Billy Dean Doss,0,2,2,4
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,Sheriff,Larry Z. Ashurst,0,1,1,3
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,Sheriff,Johnny Carter,2,19,21,17
